case_id,created_at,case_summary,channel,case_type,category,plan_tier,customer_tenure_months
ND-2025-001894,2025-10-30 08:20:30+00:00,Remove ex-employee access immediately.,email,service_request,account_admin,Pro,30
ND-2025-002294,2025-12-15 09:15:45+00:00,Urgent close account avoid auto renew.,email,service_request,account_admin,Enterprise,40
ND-2025-001284,2025-07-22 13:10:40+00:00,Connection timing out on the Xero sync.,email,incident,integrations,Pro,23
ND-2025-001646,2025-09-10 14:00:55+00:00,Permissions setting for Polaris Board not saving,email,service_request,data_reporting,Standard,17
ND-2025-001724,2025-09-08 11:30:25+00:00,Xero connector completely down,email,incident,integrations,Pro,40
ND-2025-001325,2025-07-05 13:50:00+00:00,Xero sync timed out again.,email,incident,integrations,Pro,35
ND-2025-000078,2025-01-26 14:45:55+00:00,Account locked please unlock,email,incident,access_permissions,Standard,5
ND-2025-000439,2025-03-07 09:10:45+00:00,Can't login to the app via Orbit ID,in_app,incident,bug,Standard,19
ND-2025-001268,2025-07-18 10:15:30+00:00,Polaris board showing EST instead of GMT.,email,service_request,data_reporting,Standard,5
ND-2025-001324,2025-07-04 11:20:00+00:00,Mobile view of the dashboard is broken.,in_app,incident,bug,Standard,15
ND-2025-000474,2025-03-14 10:40:15+00:00,Add user to Orbit ID,webchat,service_request,account_admin,Pro,6
ND-2025-001400,2025-08-01 08:15:22+00:00,Polaris Board loading spinner just hangs forever since this morning.,email,incident,performance_outage,Pro,24
ND-2025-000573,2025-03-03 09:45:00+00:00,Display error on chart,email,incident,bug,Standard,8
ND-2025-002220,2025-12-09 15:45:33+00:00,Suspicious login attempt flagged on admin account.,email,incident,security_privacy,Enterprise,50
ND-2025-002226,2025-12-11 14:40:12+00:00,Locked out of Orbit ID cannot access invoices.,phone,incident,access_permissions,Standard,5
ND-2025-001528,2025-08-20 09:05:00+00:00,Card expired need to update.,phone,service_request,billing_payments,Standard,12
ND-2025-000172,2025-01-23 10:10:10+00:00,Incorrect field mapping from HubSpot,email,incident,integrations,Pro,14
ND-2025-000591,2025-03-07 13:15:30+00:00,Invoice calculation wrong,email,incident,billing_payments,Enterprise,21
ND-2025-001289,2025-07-23 15:10:45+00:00,Webhooks failing for Salesforce updates.,webchat,incident,integrations,Pro,29
ND-2025-002211,2025-12-06 09:40:19+00:00,Remove user John Smith before 2026.,webchat,service_request,account_admin,Standard,12
ND-2025-001329,2025-07-09 12:25:00+00:00,Webhooks not receiving data.,email,incident,integrations,Standard,10
ND-2025-001456,2025-08-19 08:45:35+00:00,Northstar app crashes when I click export.,email,incident,bug,Pro,28
ND-2025-000105,2025-01-15 11:25:15+00:00,System is crawling today really bad latency,phone,incident,performance_outage,Enterprise,32
ND-2025-001023,2025-06-08 13:15:35+00:00,New to Northstar need help setting up first Polaris board,in_app,service_request,how_to_training,Pro,1
ND-2025-001735,2025-09-30 12:30:50+00:00,Setting up SSO with Azure AD,email,service_request,access_permissions,Pro,14
ND-2025-000825,2025-05-05 08:45:00+00:00,Custom date ranges aren't working in the new version.,email,incident,bug,Pro,16
ND-2025-000653,2025-04-17 09:25:00+00:00,JSON parsing error on custom API connector,email,incident,integrations,Pro,17
ND-2025-000106,2025-01-16 14:45:50+00:00,Help with setup,email,service_request,how_to_training,Standard,1
ND-2025-001471,2025-08-24 09:40:30+00:00,V2 update broke our custom CSS injection.,webchat,incident,bug,Enterprise,48
ND-2025-000112,2025-01-22 15:10:10+00:00,New user onboarding,email,service_request,how_to_training,Standard,1
ND-2025-000810,2025-05-02 08:50:30+00:00,Widgets are taking forever to render this morning.,email,incident,performance_outage,Enterprise,60
ND-2025-001696,2025-09-24 14:05:20+00:00,Safari renders the Polaris Board incorrectly,in_app,incident,bug,Enterprise,28
ND-2025-001819,2025-10-05 13:10:30+00:00,Need a CSV export of all admin actions for Q3 security review.,email,service_request,account_admin,Enterprise,50
ND-2025-000622,2025-04-06 14:20:00+00:00,Reports are generating very slowly today,email,incident,performance_outage,Pro,40
ND-2025-000640,2025-04-12 10:00:00+00:00,We were charged twice for April subscription,email,incident,billing_payments,Pro,25
ND-2025-000138,2025-01-19 08:30:20+00:00,forgot pass,webchat,incident,access_permissions,Free,2
ND-2025-001475,2025-08-25 13:45:10+00:00,HubSpot contacts not syncing to Northstar.,email,incident,integrations,Pro,25
ND-2025-001339,2025-07-19 16:40:00+00:00,Auth error on connector.,email,incident,integrations,Standard,8
ND-2025-001803,2025-10-01 13:20:10+00:00,Need audit logs for the last 6 months for our annual security review.,phone,service_request,account_admin,Pro,6
ND-2025-001600,2025-09-01 09:15:22+00:00,Polaris Board showing empty widgets for August sales data,email,service_request,data_reporting,Standard,14
ND-2025-000026,2025-01-09 13:40:50+00:00,Update billing contact to finance@company.com,email,service_request,account_admin,Pro,11
ND-2025-000171,2025-01-22 08:45:35+00:00,Onboarding steps,email,service_request,how_to_training,Standard,1
ND-2025-001949,2025-10-31 17:10:05+00:00,SSO broken.,webchat,incident,access_permissions,Standard,12
ND-2025-000020,2025-01-08 08:15:40+00:00,Data missing from Q4 summary widget,in_app,service_request,data_reporting,Pro,7
ND-2025-000069,2025-01-23 13:10:40+00:00,Do you have an agency partnership program?,email,service_request,other,Free,0
ND-2025-000512,2025-03-21 15:20:05+00:00,Send VAT receipt,email,service_request,billing_payments,Pro,13
ND-2025-002097,2025-11-30 09:05:15+00:00,Add a new user.,email,service_request,account_admin,Standard,20
ND-2025-001851,2025-10-16 11:00:10+00:00,Director lost phone needs bypass code for Orbit ID immediately.,phone,incident,access_permissions,Pro,15
ND-2025-000095,2025-01-05 08:45:15+00:00,New user guide please,in_app,service_request,how_to_training,Standard,1
ND-2025-002137,2025-11-21 16:20:05+00:00,Password reset needed.,in_app,incident,access_permissions,Free,2
ND-2025-002321,2025-12-14 15:00:00+00:00,Latency is unacceptable today.,phone,incident,performance_outage,Enterprise,48
ND-2025-001603,2025-09-01 13:20:05+00:00,Cannot export Polaris report to PDF it just spins,email,service_request,data_reporting,Standard,9
ND-2025-002039,2025-11-13 12:05:40+00:00,I can't find the button to add a user.,webchat,service_request,account_admin,Free,4
ND-2025-001641,2025-09-09 13:30:25+00:00,Getting random errors when saving changes to Polaris Board,email,incident,performance_outage,Standard,29
ND-2025-001442,2025-08-13 12:50:00+00:00,Update yesterday broke our custom widget layout.,phone,incident,bug,Enterprise,20
ND-2025-001824,2025-10-07 08:45:12+00:00,New phone need 2FA reset for Orbit ID.,in_app,service_request,access_permissions,Pro,9
ND-2025-000901,2025-05-20 09:35:35+00:00,Export failing with server error.,email,incident,bug,Enterprise,25
ND-2025-002024,2025-11-09 16:40:11+00:00,Mobile app crashes when I open the Polaris Board.,webchat,incident,bug,Pro,9
ND-2025-002163,2025-11-07 11:25:55+00:00,KPI mismatch.,in_app,incident,data_reporting,Pro,25
ND-2025-002010,2025-11-04 11:12:30+00:00,The VAT amount on the latest invoice looks wrong.,email,service_request,billing_payments,Pro,25
ND-2025-000116,2025-01-26 09:05:30+00:00,Endless spinner when opening the sales board,email,incident,performance_outage,Standard,10
ND-2025-000635,2025-04-10 13:40:00+00:00,How much is the Enterprise tier?,webchat,service_request,billing_payments,Free,0
ND-2025-002299,2025-12-17 09:25:12+00:00,Requesting account termination.,email,service_request,account_admin,Enterprise,28
ND-2025-001662,2025-09-15 14:10:05+00:00,Missing data for September in sales widget,email,service_request,data_reporting,Standard,23
ND-2025-002219,2025-12-09 14:20:11+00:00,Where do I find the API key?,webchat,service_request,how_to_training,Free,1
ND-2025-002330,2025-12-10 11:50:33+00:00,CSV export formatting issue.,in_app,incident,bug,Standard,4
ND-2025-000562,2025-03-31 15:20:55+00:00,Send VAT receipt,email,service_request,billing_payments,Pro,14
ND-2025-000454,2025-03-10 10:35:10+00:00,PDF export of the Polaris Board is cutting off the bottom,email,incident,bug,Pro,18
ND-2025-001670,2025-09-17 14:05:05+00:00,Polaris totals do not equal the sum of widgets,in_app,service_request,data_reporting,Standard,20
ND-2025-001518,2025-08-26 08:40:00+00:00,Best practice for managing multiple clients?,in_app,service_request,how_to_training,Standard,11
ND-2025-002301,2025-12-18 08:35:11+00:00,Incorrect address on invoice.,email,service_request,billing_payments,Standard,11
ND-2025-001504,2025-08-12 13:50:00+00:00,Is VAT included in the price?,email,service_request,billing_payments,Standard,6
ND-2025-001201,2025-07-01 09:22:10+00:00,Getting a 401 error when refreshing the Salesforce Connector.,webchat,incident,integrations,Standard,12
ND-2025-001469,2025-08-23 10:55:50+00:00,REST API returning invalid JSON.,phone,incident,integrations,Pro,32
ND-2025-001011,2025-06-04 14:50:33+00:00,Polaris reporting is running very slow for our team in NY,email,incident,performance_outage,Enterprise,40
ND-2025-001465,2025-08-22 09:05:15+00:00,Visualization looks broken on the new report.,email,incident,data_reporting,Pro,26
ND-2025-000036,2025-01-13 08:45:50+00:00,Requesting refund for accidental annual subscription,phone,incident,billing_payments,Standard,2
ND-2025-001463,2025-08-21 10:55:25+00:00,Screen freezes when dragging widgets on Polaris.,email,incident,bug,Enterprise,40
ND-2025-000108,2025-01-18 10:15:40+00:00,OAuth token for Xero expired unexpectedly,email,incident,integrations,Pro,13
ND-2025-000835,2025-05-06 11:00:45+00:00,"System is completely down, 502 error everywhere.",phone,incident,performance_outage,Pro,25
ND-2025-001658,2025-09-14 13:00:30+00:00,Looking for North Star Shipping,phone,service_request,other,Free,0
ND-2025-000011,2025-01-05 11:20:30+00:00,Need to remove three users who left in December,webchat,service_request,account_admin,Pro,6
ND-2025-000543,2025-03-28 09:05:00+00:00,Report export failing consistently,email,incident,bug,Enterprise,22
ND-2025-001668,2025-09-17 10:35:20+00:00,Setting up a new Connector for Google Sheets,email,service_request,how_to_training,Standard,2
ND-2025-000140,2025-01-21 13:10:30+00:00,Query about line item on invoice,phone,service_request,billing_payments,Standard,6
ND-2025-001427,2025-08-08 09:15:00+00:00,Right to be forgotten request for a former employee.,email,incident,security_privacy,Standard,28
ND-2025-001277,2025-07-21 08:25:55+00:00,Xero integration is broken.,email,incident,integrations,Enterprise,44
ND-2025-001500,2025-08-08 08:25:00+00:00,Cannot add new user getting error.,phone,service_request,account_admin,Standard,10
ND-2025-002053,2025-11-17 14:15:25+00:00,PDF export of the Polaris board is formatting strangely.,email,incident,data_reporting,Pro,14
ND-2025-000869,2025-05-13 09:40:35+00:00,System is crawling. We have a board meeting.,phone,incident,performance_outage,Pro,31
ND-2025-002075,2025-11-23 14:10:55+00:00,Do you have examples of sales dashboards?,phone,service_request,how_to_training,Standard,12
ND-2025-001727,2025-09-14 10:40:55+00:00,Polaris looks weird on Edge browser,email,incident,bug,Pro,20
ND-2025-001136,2025-06-27 16:35:10+00:00,Connector failure notification received,email,incident,integrations,Pro,30
ND-2025-002225,2025-12-11 11:25:30+00:00,Downgrading to Free tier for the new year.,email,service_request,billing_payments,Standard,13
ND-2025-001725,2025-09-10 13:10:40+00:00,Update organization address in settings,phone,service_request,account_admin,Standard,5
ND-2025-002049,2025-11-16 10:40:33+00:00,Remove user from the account.,email,service_request,account_admin,Standard,15
ND-2025-000845,2025-05-08 09:35:20+00:00,Locked out of Orbit ID after 3 failed attempts.,phone,incident,access_permissions,Pro,12
ND-2025-000099,2025-01-09 11:55:45+00:00,Mobile view is broken on Android,webchat,incident,bug,Pro,8
ND-2025-001802,2025-10-01 11:45:33+00:00,Urgent: Suspicious login detected on Admin Orbit ID from unknown IP in Brazil.,email,service_request,security_privacy,Enterprise,48
ND-2025-001351,2025-07-31 15:30:00+00:00,OAuth token error.,webchat,incident,integrations,Standard,16
ND-2025-002094,2025-11-29 09:30:00+00:00,Session times out too quickly.,phone,incident,security_privacy,Standard,8
ND-2025-001503,2025-08-11 09:30:00+00:00,Menu bar flickers when scrolling.,webchat,incident,bug,Standard,14
ND-2025-001084,2025-06-26 11:55:40+00:00,SSO certificate expired need to update,email,incident,access_permissions,Enterprise,50
ND-2025-002088,2025-11-27 11:30:50+00:00,Add a user.,email,service_request,account_admin,Standard,12
ND-2025-001407,2025-08-02 09:05:44+00:00,Orbit ID MFA is not sending SMS codes to our team in France.,email,incident,security_privacy,Enterprise,60
ND-2025-001697,2025-09-25 09:15:45+00:00,PDF export is blank,email,service_request,data_reporting,Standard,11
ND-2025-000081,2025-01-27 13:00:15+00:00,V2 update broke my saved reports,email,incident,bug,Pro,15
ND-2025-001232,2025-07-09 09:15:30+00:00,Xero connector is down we need this sorted immediately.,phone,incident,integrations,Enterprise,50
ND-2025-002043,2025-11-14 13:15:55+00:00,Payment failed but card is valid.,webchat,incident,billing_payments,Pro,7
ND-2025-000516,2025-03-22 14:00:45+00:00,CSV export is empty,email,incident,bug,Pro,21
ND-2025-000056,2025-01-19 10:15:05+00:00,Where is the tutorial for new users?,email,service_request,how_to_training,Standard,1
ND-2025-000647,2025-04-15 09:05:00+00:00,Salesforce connector timing out on large syncs,email,incident,integrations,Enterprise,45
ND-2025-001626,2025-09-05 15:15:25+00:00,System is crawling practically unusable,phone,incident,performance_outage,Pro,35
ND-2025-000532,2025-03-25 15:20:25+00:00,VAT receipt please,email,service_request,billing_payments,Pro,13
ND-2025-001321,2025-07-01 10:30:00+00:00,Xero API completely unresponsive.,email,incident,integrations,Enterprise,45
ND-2025-002103,2025-11-02 14:20:50+00:00,Firefox display issues.,email,incident,bug,Pro,14
ND-2025-002011,2025-11-04 16:20:55+00:00,Data from yesterday is missing from the main Polaris board.,webchat,incident,data_reporting,Enterprise,10
ND-2025-001854,2025-10-17 10:05:05+00:00,Unsubscribe from weekly digests.,email,service_request,account_admin,Standard,11
ND-2025-000157,2025-01-08 10:55:25+00:00,Link to terms of service is dead,email,incident,bug,Standard,6
ND-2025-000666,2025-04-21 11:15:00+00:00,Trying to verify domain for SSO but failing,webchat,service_request,access_permissions,Standard,9
ND-2025-000471,2025-03-13 13:20:00+00:00,Visual glitch on the dashboard sidebar,email,incident,bug,Pro,10
ND-2025-000707,2025-04-02 13:00:00+00:00,Update broke my custom CSS,email,incident,bug,Standard,22
ND-2025-001058,2025-06-18 14:50:10+00:00,Session times out too fast can we extend it,email,service_request,security_privacy,Free,6
ND-2025-000066,2025-01-22 14:50:10+00:00,Need assistance configuring Google Auth for Orbit ID,webchat,service_request,access_permissions,Enterprise,20
ND-2025-002317,2025-12-10 08:50:22+00:00,Cancel account immediately.,email,service_request,account_admin,Enterprise,24
ND-2025-000673,2025-04-23 09:15:00+00:00,Mobile app is stuck on loading screen,phone,incident,bug,Standard,11
ND-2025-002065,2025-11-20 12:40:10+00:00,Add a new user please.,email,service_request,account_admin,Standard,10
ND-2025-001209,2025-07-02 15:45:11+00:00,Need to remove an old user from Orbit ID.,email,service_request,account_admin,Free,5
ND-2025-001732,2025-09-24 13:20:00+00:00,Need help starting with Northstar,email,service_request,how_to_training,Free,1
ND-2025-000432,2025-03-05 14:35:25+00:00,Calling about a potential partnership,phone,service_request,other,Free,0
ND-2025-002149,2025-11-27 11:55:05+00:00,Locked out.,webchat,incident,access_permissions,Standard,4
ND-2025-000447,2025-03-08 14:40:22+00:00,Send VAT receipt cheers,email,service_request,billing_payments,Pro,20
ND-2025-001449,2025-08-16 09:10:45+00:00,CSV export formatting is broken all messy.,email,incident,data_reporting,Standard,9
ND-2025-001883,2025-10-26 13:25:30+00:00,MFA keeps asking me to verify every time I switch tabs.,webchat,incident,security_privacy,Pro,23
ND-2025-000866,2025-05-12 11:40:25+00:00,Just testing the chat.,webchat,service_request,other,Free,0
ND-2025-001079,2025-06-25 08:50:55+00:00,Price for 10 users,in_app,service_request,other,Free,0
ND-2025-000168,2025-01-19 09:25:50+00:00,Enforce MFA for all users immediately,phone,incident,security_privacy,Enterprise,12
ND-2025-001255,2025-07-15 10:55:10+00:00,Is Xero down? Connector not working.,in_app,incident,integrations,Standard,20
ND-2025-001089,2025-06-28 09:00:25+00:00,SEO proposal,email,service_request,other,Free,0
ND-2025-001716,2025-09-29 13:45:40+00:00,Invoice amount is incorrect for this month,email,service_request,billing_payments,Standard,8
ND-2025-000122,2025-01-03 15:35:00+00:00,CEO is locked out of Orbit ID,phone,incident,access_permissions,Enterprise,20
ND-2025-000846,2025-05-08 10:15:15+00:00,PDF export formatting is messed up since update.,email,incident,bug,Standard,11
ND-2025-001236,2025-07-10 08:30:15+00:00,Xero API failure causing massive backlog in reporting.,email,incident,integrations,Enterprise,38
ND-2025-001859,2025-10-19 08:50:30+00:00,Cant log in.,phone,service_request,access_permissions,Standard,2
ND-2025-000690,2025-04-27 14:10:00+00:00,Database query timeout on main dashboard,email,incident,performance_outage,Enterprise,30
ND-2025-000907,2025-05-21 09:45:05+00:00,Blurry images.,webchat,incident,bug,Standard,7
ND-2025-002210,2025-12-05 15:00:01+00:00,Do you offer non-profit discounts for the Enterprise tier?,email,service_request,other,Free,0
ND-2025-001844,2025-10-14 09:05:50+00:00,Clarification needed on the new MFA enforcement date.,email,service_request,security_privacy,Pro,19
ND-2025-002308,2025-12-28 14:20:55+00:00,Small visual bug in settings.,in_app,incident,bug,Pro,5
ND-2025-001353,2025-07-02 10:25:00+00:00,JSON invalid.,email,incident,integrations,Pro,20
ND-2025-001091,2025-06-28 13:50:55+00:00,500 error when accessing the main dashboard,email,incident,performance_outage,Pro,25
ND-2025-000424,2025-03-04 10:50:55+00:00,The link to the help docs from the Widget settings is 404,email,incident,bug,Standard,7
ND-2025-000800,2025-05-01 09:15:22+00:00,Polaris Board layout looks completely scrambled after the v2.4 update this morning.,email,incident,bug,Pro,14
ND-2025-000658,2025-04-18 13:20:00+00:00,Currency showing as USD instead of GBP on widget,email,service_request,data_reporting,Pro,14
ND-2025-001929,2025-10-20 10:30:25+00:00,We have a breach.,email,incident,security_privacy,Enterprise,35
ND-2025-000858,2025-05-11 08:30:45+00:00,Lag is bad today.,email,incident,performance_outage,Standard,26
ND-2025-001270,2025-07-18 14:50:10+00:00,URGENT: Xero Connector is down we cannot work.,phone,incident,integrations,Enterprise,48
ND-2025-000549,2025-03-29 10:35:30+00:00,Change billing contact,email,service_request,account_admin,Pro,10
ND-2025-001132,2025-06-15 15:55:50+00:00,Training session booking,webchat,service_request,how_to_training,Pro,5
ND-2025-001272,2025-07-19 11:40:50+00:00,Can't invite new user to Orbit ID.,in_app,service_request,access_permissions,Free,3
ND-2025-002282,2025-12-10 14:50:12+00:00,Examples of marketing dashboards.,email,service_request,how_to_training,Free,2
ND-2025-001607,2025-09-02 09:45:18+00:00,Filter on the main Polaris Board isn't excluding VAT correctly,in_app,service_request,data_reporting,Standard,18
ND-2025-001740,2025-09-09 09:20:45+00:00,Missing data fields in Polaris widget,webchat,service_request,data_reporting,Enterprise,33
ND-2025-000718,2025-04-12 13:25:00+00:00,Pie chart legend is cut off,in_app,service_request,data_reporting,Pro,9
ND-2025-002200,2025-12-02 09:15:22+00:00,We need to close our account before the holiday break please.,email,service_request,account_admin,Standard,14
ND-2025-001025,2025-06-09 08:30:12+00:00,Need to update our company address on the invoices,webchat,service_request,account_admin,Standard,6
ND-2025-002014,2025-11-05 14:10:44+00:00,The save button is greyed out on the widget editor.,phone,incident,bug,Pro,15
ND-2025-000409,2025-03-02 09:10:44+00:00,I've been charged twice for the same connector add-on,email,incident,billing_payments,Standard,2
ND-2025-002318,2025-12-11 13:25:45+00:00,Configuring custom domain.,webchat,service_request,how_to_training,Free,2
ND-2025-001328,2025-07-08 10:10:00+00:00,Xero connector down.,phone,incident,integrations,Enterprise,40
ND-2025-001453,2025-08-18 09:00:20+00:00,JSON parsing error from the API connector.,email,incident,integrations,Pro,22
ND-2025-001297,2025-07-25 14:55:05+00:00,Xero Connector failure is stopping our month end.,phone,incident,integrations,Enterprise,58
ND-2025-001687,2025-09-22 12:25:40+00:00,GDPR deletion request for a former employee,email,service_request,security_privacy,Pro,24
ND-2025-001890,2025-10-28 15:05:05+00:00,Strange activity logs showing updates I didn't make.,email,incident,security_privacy,Enterprise,26
ND-2025-001920,2025-10-12 09:40:15+00:00,MFA setup guide needed.,email,service_request,security_privacy,Pro,24
ND-2025-002230,2025-12-13 09:10:05+00:00,Change organization name.,email,service_request,account_admin,Free,2
ND-2025-001433,2025-08-10 14:10:55+00:00,Salesforce seems down affecting our Northstar sync.,email,incident,integrations,Enterprise,42
ND-2025-001459,2025-08-20 09:10:50+00:00,What is the data retention policy for closed accounts?,in_app,service_request,account_admin,Standard,7
ND-2025-001271,2025-07-19 09:10:25+00:00,Webhooks missing for subscription events.,email,incident,integrations,Standard,11
ND-2025-001112,2025-06-29 10:45:10+00:00,Best way to group customers in charts,webchat,service_request,how_to_training,Standard,5
ND-2025-000004,2025-01-03 08:45:00+00:00,What's the best practice for sharing Polaris Boards with external clients?,email,service_request,how_to_training,Standard,5
ND-2025-001912,2025-10-07 08:30:33+00:00,Too many emails.,email,service_request,account_admin,Standard,22
ND-2025-000735,2025-04-29 11:25:00+00:00,Filters not clearing,in_app,incident,data_reporting,Pro,17
ND-2025-000082,2025-01-28 09:20:50+00:00,I need help with my first Polaris Board,email,service_request,how_to_training,Standard,1
ND-2025-001410,2025-08-02 16:00:00+00:00,Interested in upgrading to Pro for the new visualization features.,email,service_request,other,Free,0
ND-2025-000088,2025-01-30 09:05:35+00:00,Invoice amount is wrong for January,email,incident,billing_payments,Pro,12
ND-2025-001622,2025-09-05 09:05:30+00:00,Clarification needed on docs for API rate limits,webchat,service_request,how_to_training,Pro,5
ND-2025-002096,2025-11-29 14:00:50+00:00,Chrome is crashing on the dashboard page.,webchat,incident,bug,Standard,5
ND-2025-001219,2025-07-05 09:30:10+00:00,Critical: Xero Connector down affecting board meeting data.,email,incident,integrations,Enterprise,48
ND-2025-001292,2025-07-24 13:15:00+00:00,Auth error on the free tier connector.,in_app,incident,integrations,Free,5
ND-2025-001517,2025-08-25 12:30:00+00:00,It just freezes when I open settings.,email,incident,bug,Pro,4
ND-2025-001061,2025-06-19 13:05:25+00:00,System completely down 503 error everywhere,email,incident,performance_outage,Enterprise,55
ND-2025-000681,2025-04-25 09:10:00+00:00,Assistance required for Azure AD SSO integration,email,service_request,access_permissions,Enterprise,48
ND-2025-001818,2025-10-05 10:45:11+00:00,Domain verification for SSO failed twice now.,webchat,incident,access_permissions,Standard,7
ND-2025-000071,2025-01-24 11:40:50+00:00,broken link,email,incident,bug,Pro,7
ND-2025-000458,2025-03-11 08:45:35+00:00,Please email the VAT invoice,email,service_request,billing_payments,Pro,9
ND-2025-001445,2025-08-14 14:40:10+00:00,Cannot log in Orbit ID service unavailable.,in_app,incident,performance_outage,Pro,45
ND-2025-000060,2025-01-20 14:55:30+00:00,Reset password link expired,email,service_request,access_permissions,Standard,6
ND-2025-000517,2025-03-22 15:35:10+00:00,VAT receipt thanks,email,service_request,billing_payments,Pro,12
ND-2025-001515,2025-08-23 14:40:00+00:00,Orbit ID not accepting correct password.,phone,incident,security_privacy,Enterprise,32
ND-2025-001691,2025-09-23 13:00:15+00:00,Visual glitch in the sidebar navigation,in_app,incident,bug,Standard,13
ND-2025-000535,2025-03-26 12:25:40+00:00,VAT receipt needed,email,service_request,billing_payments,Pro,19
ND-2025-000633,2025-04-10 08:20:00+00:00,How to invite a colleague to view only?,email,service_request,access_permissions,Standard,1
ND-2025-001462,2025-08-21 08:30:00+00:00,Session timing out too quickly during work.,phone,incident,security_privacy,Standard,14
ND-2025-000932,2025-05-26 10:55:30+00:00,How to optimize widgets?,email,service_request,how_to_training,Free,8
ND-2025-001259,2025-07-16 09:50:40+00:00,Payment failed but my card is fine.,phone,incident,billing_payments,Pro,26
ND-2025-001412,2025-08-03 10:15:33+00:00,System is incredibly slow loading reports this morning.,phone,incident,performance_outage,Enterprise,55
ND-2025-002250,2025-12-18 09:50:12+00:00,Need to shut down this workspace.,in_app,service_request,account_admin,Standard,4
ND-2025-002018,2025-11-07 09:12:45+00:00,Need to change the organization name on the invoice.,email,service_request,account_admin,Enterprise,60
ND-2025-000602,2025-04-01 11:45:00+00:00,Need to remove two users from our organization settings,email,service_request,account_admin,Standard,6
ND-2025-002258,2025-12-19 15:10:55+00:00,Cannot reset password for Orbit ID.,phone,incident,access_permissions,Standard,8
ND-2025-001482,2025-08-28 09:10:00+00:00,Is there a walkthrough for the new connector wizard?,email,service_request,how_to_training,Standard,5
ND-2025-000862,2025-05-12 08:45:15+00:00,Calculated fields are returning errors.,email,incident,bug,Pro,17
ND-2025-000870,2025-05-13 10:30:00+00:00,Where did 'Edit Widget' move to?,email,service_request,how_to_training,Standard,5
ND-2025-001256,2025-07-15 13:40:55+00:00,Token refresh failed for the Salesforce integration.,email,incident,integrations,Standard,14
ND-2025-000077,2025-01-26 11:25:20+00:00,New account setup help,email,service_request,how_to_training,Standard,1
ND-2025-001310,2025-07-29 11:10:30+00:00,JSON error from the API connector.,webchat,incident,integrations,Pro,19
ND-2025-001405,2025-08-01 14:55:10+00:00,PDF export of the KPI report is cutting off the bottom row.,email,incident,bug,Pro,48
ND-2025-000850,2025-05-09 09:00:55+00:00,Firefox not displaying the new graphs correctly.,email,incident,bug,Pro,15
ND-2025-002125,2025-11-14 14:20:05+00:00,Payment didn't go through.,webchat,incident,billing_payments,Standard,3
ND-2025-001822,2025-10-06 11:20:10+00:00,Is this the pizza place?,phone,service_request,other,Free,0
ND-2025-001368,2025-07-17 08:30:00+00:00,Xero sync down.,email,incident,integrations,Enterprise,40
ND-2025-001355,2025-07-04 15:15:00+00:00,Auth error API.,email,incident,integrations,Standard,10
ND-2025-000950,2025-05-30 10:05:00+00:00,Button looks weird.,email,incident,bug,Standard,11
ND-2025-001853,2025-10-17 08:20:18+00:00,It says I'm logged in from Amsterdam but I'm in Cardiff.,webchat,incident,security_privacy,Standard,5
ND-2025-000700,2025-04-30 10:00:00+00:00,Invoice amount is wrong for this month,email,service_request,billing_payments,Pro,10
ND-2025-000878,2025-05-15 09:10:00+00:00,Want to upgrade to Enterprise for the new features.,phone,service_request,billing_payments,Pro,35
ND-2025-002260,2025-12-01 09:12:33+00:00,Copy of Nov VAT invoice.,email,service_request,billing_payments,Standard,10
ND-2025-001635,2025-09-08 10:50:40+00:00,SSO via Okta is failing for all users,phone,incident,access_permissions,Enterprise,55
ND-2025-001907,2025-10-04 12:50:05+00:00,Delete user please.,webchat,service_request,account_admin,Standard,19
ND-2025-002233,2025-12-14 08:55:12+00:00,Charged twice want refund.,email,service_request,billing_payments,Standard,1
ND-2025-000114,2025-01-24 10:30:20+00:00,Forgot password again,email,service_request,access_permissions,Standard,3
ND-2025-000511,2025-03-21 13:45:40+00:00,Glitch in the matrix on dashboard,webchat,incident,bug,Standard,5
ND-2025-000871,2025-05-13 11:15:20+00:00,Minor alignment issue in settings.,email,incident,bug,Pro,8
ND-2025-001866,2025-10-21 10:10:44+00:00,TXT record added for domain verification but still failing.,email,service_request,access_permissions,Pro,8
ND-2025-001944,2025-10-31 09:25:55+00:00,Stop emails.,email,service_request,account_admin,Standard,8
ND-2025-000047,2025-01-16 11:30:55+00:00,How to use Northstar?,webchat,service_request,how_to_training,Free,1
ND-2025-002098,2025-11-30 11:40:40+00:00,Partial outage in the reporting module.,email,incident,performance_outage,Enterprise,32
ND-2025-001690,2025-09-23 11:15:50+00:00,Filter logic OR vs AND is not working on Polaris,webchat,service_request,data_reporting,Enterprise,32
ND-2025-001358,2025-07-07 13:30:00+00:00,Invoice incorrect.,email,incident,billing_payments,Standard,15
ND-2025-000497,2025-03-18 15:35:50+00:00,Add new user,email,service_request,account_admin,Standard,5
ND-2025-000533,2025-03-26 09:15:50+00:00,Dashboard layout is broken,email,incident,bug,Standard,6
ND-2025-000090,2025-01-30 14:50:45+00:00,Do you have templates for marketing dashboards?,email,service_request,how_to_training,Standard,2
ND-2025-001947,2025-10-31 15:20:44+00:00,XSS found.,email,incident,security_privacy,Enterprise,22
